id,comment
5975,185001345000001980AI に作品を模倣されてしまったら何のために創作があるのか分からなくなってしまいます。生成 AI には反対です。185001345000001981
5977,185001345000001982これから先、より現実のものか AI が抽出した絵なのか分からないものが増えていくでしょう。例えば、「1930 京都」とだけ紹介された AI の写真風のイラストを見た人は、それが 1930年の京都で撮られた写真なのだと勘違いする可能性が高くなります。そのイラストに類似したイラストが支持され、増えていくと、勘違いする可能性はより高くなるでしょう。子供であれば特に、間違った知識を入れてしまうと思います。
5978,185001345000001983生成 AI と著作権の問題を考える前に、基本的人権、民主主義、自由な社会の成立する基本原理を押さえる必要があります。民主主義と自由な社会は「私の顔と私の声は私のもの」という人格同一性の原理を前提とすることによって成り立っています。しかし生成 AI によるディープフェイクの能力は「私の顔と私の声を他人が利用可能する」のを可能にし、個人の権利は失われ、社会もまた個人の識別を喪失して責任を個人に問うことが出来なくなる事態を招きます。個人に権利と責任を帰することは民主主義と自由な社会の大前提であり、生成 AI の放置はその法と秩序の存続に関わる問題なのです。このような技術を放置していて良いと思われますか？著作物に対する考え方も、このような「私の顔と私の声は私のもの」が民主社会の権利と責任が起因する原理であるという前提の上に考えられるべきものです。権利の面でなく責任の面から考えて、AI の生成物をどう定義しているのですか？特定個人が創作物を公表*した時、それに違法性があった場合はその特定個人が責任と罰を負います。しかし AI の生成物が違法性を持つものだった場合、AI が責任を取れるとお考えですか？「AI(の学習)は人間(の学習)と同じだ」とする AI 開発者推進者の発言がいかに詭弁かわかるでしょう。AI の学習と生成は単なる機械の計算複製に過ぎず、人間の生理と実存に紐づけられた学習や創作とは全く次元の異なるものです。学習と創作が個人の生理と実存に基づくからこそ、個人は社会から権利と責任を付与され保護されるのです。AI の学習や生成も AI に権利と責任を与えるのではなく、それを利用する人間が権利と責任を負うべきものです。AI は単なる道具です。そう考えれば「AI の学習に際して無許可 OK、罰則なし」は有り得ず、生成 AI の利用に際して、全ての無認可学習の禁止、生成時の学習内容の開示が必要であり、その上で AI に学習させた人間と AI で生成した人間が権利を持ち責任を負うべきです。(*(公表しない)学習のみなら違法では無い、という議論は現在の生成 AI を取り巻く状況ではもはや意味を持ちません。しかし「生成物に学習内容を反映しない学習」という制限付けが可能な生成 AI であれば別の議論が可能でしょう。そのような生成 AI は現在のディープラーニングの機械手法による生成 AI とは別の原理によって作られると思いますが。)185001345000001984
5979,AI を活用した創作について。クリエイターと AI を活用する者、双方にとって有益となるよう法整備を進めることが前提だと考える。SNS において感情的な発言や、無益な争いが散見される。クリエイターが創作に注力すべき時間を、無益な論争に使うべきではないと考える。以下、私の意見を箇条書きで記載する。・AI の学習に用いるデータについて、著作者の許諾を得ること。・AI で生成された画像等を公にする場合は、AI で生成されたことを明記すること。・特定のクリエイター（イラストレーター）の絵柄を模倣し、商用利用する場合はクリエイターの許諾を得ること。また、クリエイターの意に反して公序良俗を乱す画像生成を行わないこと。・特定のクリエイターへの嫌がらせ目的、絵柄に便乗した商用利用など、悪意をもって AIを活用する者に対して、AI で生成した画像等の公開差し止め、損害が発生した場合は賠償請求が行えるようにすること。・AI と著作権のあり方について時代や技術の変化にあわせて、今後も議論や法整備をすすめていくこと。
5980,185001345000001985AI のせいで現在働いている人の収入や仕事が減らないか不安。例えば AI の参入によってイラストの価値が下がったり、イラストレーターを雇わないで AI で済ませるといったことが起こると想像できる。
5982,185001345000001987AI で作られたものより人の手で作られた物の方が好きなのでそこら辺の区別がつくようなゾーニングはしてほしい
5983,185001345000001988これから活躍するたくさんのデザイナー達の仕事の場が AI によって奪われてしまうような仕組みを作らないでほしいです。
5991,185001345000001996クリエイター歴２年の者です。２点、ご意見させて頂きます。1、クリエイターと技術開発者が協力できる環境づくり現行の制度では、生成 AI を普及させることは難しいと感じます。理由は一定数のクリエイターが技術開発の為の協力(製作データ)の提供を拒否しているからです。そもそも、生成 AI の性質上、既存の制作物データが必要。しかし、現状はデータの提供を拒否するクリエイターも多く、画像データにジャマーをかける事もあり、対立構造となっています。クリエイター側が協力を拒否する理由の多くは『製作者に無許可でのデータ使用』『倫理的に問題のあるデータの使用』があり、クリエイティブ活動で生計を立てる者からすれば、全く許されない行為であるため、反感を買っているように見えます。本来であれば、クリエイターと技術開発者が協力するはずが、今では生成 AI 推進派と反対派、双方ともに過激な論争を繰り広げる事になってしまいました。(互いに殺害予告や誹謗中傷の応酬、揚げ足取り。私のような底辺クリエイターからみても見苦しい場面が多いです)誤解の無いようにお伝えすると、私個人としては生成 AI の考え方自体には賛成です。しかし、現行の生成 AI 技術(画像、音声、文章その他全て)に関しては、使いにくいと言わざるを得ません。ChatGPT の訴訟問題からみても、データの制作物に対する配慮が足りないと感じます(金銭的なものではなく、お気持ちの話です)『お気持ち』で物事を考えるのはナンセンスというのもわかりますが、そもそも制作物自体がお気持ちでできているという側面があります。この世の制作物は人の頭で思考し、隅々まで思いを巡らせ制作されています。それはたとえ、子供向けの簡単な冊子であっても、様々な方法論を頭の中で最適化し、製作者の意図を織り交ぜて作っています。いわば、お気持ちで作られていると言っても過言ではありません。こと、芸術作品に関しては、技術よりもお気持ちの方が全面に出ているものばかりです。製作者のお気持ちの集約された制作物を、制作物のお気持ちを無視して使用する構図は、流石に制作物へのリスペクトに欠ける行為であると、傍から見ていても見受けられます。国を上げて生成 AI を推進するのであれば、現行の生成技術を使用するのではなく、ゼロから新しいシステムを作り、制作物を提供する側のクリエイターと協力する為の仕組みづくりを考えていただければと思います。２、生成 AI にて生成されたものにたいするラベリング人の手によって作られた制作物と生成 AI 技術を使用している(一部分でも)制作物を区別できるよう、制作物のラベリング義務化をお願いしたいです。画像に関しては、生成 AI は、リアルタッチな物ほど本物と告示しています。先日も、SNS で昔の日本女性の写真画像が投稿され、話題になっておりました。結果としては、生成 AI で作った見返り美人なのですが、本物だと誤解する方が多く見られ、特に海外ユーザーの方は褒め称えておりました。生成 AI の画像の美しさは素晴らしいのですが、生成 AI 画像を日本の歴史上の画像だと誤解されるのは、意味合いが変わってきます。歴史的な写真や絵画は、その時代の技術や時代背景が反映された物であり、生成 AI 画像とは全く異なるものです。日本文化を正しく認知してもらうためにも、生成 AI の制作物にたいするラベリングが必要と考えました。この問題はディープフェイクにも必要であり、画像データの信用性を崩壊させない為にも、早急に取り組んでいただければと思います。実際、自分の目で見たもの以外信じられない状況であり、本当に大切なことも見失う危険を感じています。以上が私の意見です。重ねてお伝えしますが、個人的に技術の発展を望んでおり、いちクリエイターとして協力したいのですが、現状のシステムを使用している限り、無理と言わざるを得ません。クリエイターと技術開発者、消費者が互いを尊重し、協力できるような方向で対応いただけると幸いです。よろしくお願い致します。
5992,185001345000001997生成 AI について現在 X【旧 Twitter】にて生成 AI を使い他人のイラストを無断で学習させ生成したイラストを投稿している輩が多く見られている。他人の技術を盗み不当な利益を生み出している輩に非常に腹が立っている。クリエイターの人たちの努力が生成 AI によって奪われているように感じている。正しく使う分には問題はないが、不当な使い方をしている輩が後をたたない今生成 AI のルールをしっかりと定め、不正を行なったものには厳罰を課すべきだと私は考えている。どうかクリエイターの未来を守ってください。お願い致します。185001345000001998
5993,AI 学習や技術発展には反対しませんが企業単位で無断で学習された物を使うあるいはそのような物を使うユーザーに依頼し、報酬を与えるとあらゆるものの商業面での成長が阻害されるので規制が欲しい185001345000001999
5996,・４ページの３行目「以下」は「以下、」のほうがよい。２ページの本文の最下行の３行上の例と同様に。・２ページの１２行目「当たって」と、４ページの９行目「あたって」とは、どちらかに字句を統一したほうがよい。
6007,海賊版サイトなど違法な学習元からの学習行為は違法にするべき。海賊版サイトなどの違法サイトや違法データからの学習を許容すると、これらが氾濫するおそれがある。またそれらの判別のためにも AI 制作者は学習元の公開を必須にするべき。
6012,全面的に支持いたします
6075,「A 事業者ガイドライン案」別添 1.第 1 部関連/P13/20 行目「Al によるリスク」
6113,インターネット上には作者や出版社等の著作物を扱える立場の方々が投稿してる以外にも格言を見せたり反論する為に漫画の一部を投稿してる有象無象に人らがいるが前者は何かしらの設定を設ければ学習しないようにできると思うが後者は有象無象の人が投稿するので学習しないようにするのは難しいと思うがそのへんを踏まえて議論してほしい。
6119,Web 上から集められた研究用の大元の何十億枚の中の学習データは、クリエイターが機関に申し出すれば簡単に削除ができるような仕組みが欲しい。LoRA など学習を引き出すデータセットについて、音楽業界の JASRAC のような権利を守るための団体がクリエイターサイドにも必要。音楽の JASRAC の仕組みは音楽をリリースして作品としての形を固定した時から著作権が発生するが、AI の登場に伴い、意匠性を担保する新しい概念でのクリエイターの保護や恩恵の循環の仕組みが必須。
6127,「非享受目的について」生成ＡＩの生成物が学習元の享受目的がないとするのならば、学習段階のタグにおいて『作品名』『キャラクター名』『作者名』『企業名』等は必要でないのだからこれらのタグが使用されているものプロンプトとして使用できるものについては享受目的であるとみてよいと思います。ようは、探偵の画像を出すために『探偵』や『鴨撃ち帽』は使っても、『アーサー・コナン・ドイル』や『シャーロック・ホームズ』は必要ないはずです。３．生成 AI の技術的な背景について（１）生成 AI についてウ 生成 AI が生成物を生成する機序の概略生成 AI では、入力された指示を情報解析し得られた結果と、その生成 AI が学習したパターンやルール、傾向等に基づき、生成物を生成することとなる。この際の生成については、通常、学習データの切り貼りではないとされる。上記において画像生成ＡＩにおいて『切り貼りではないとされる』という表現は正しくはありますが正確ではありません。まず前提として、学習データは元のデータから劣化や欠落があるものの凡その復元ができるノイズデータです。プロンプトによる指定に合わせて、指定した条件に合ういくつかのノイズデータを呼び出し、そこから部分的な要素（背景、物体、色、等）を抜き出して切り貼りします。切り貼りしたうえで、さらに部分的に類似するノイズデータを複数重ねて中央値を取ります。ここにさらにランダムなノイズデータを重ねることでブレを出すことで似ない様に処理をしている物もありますが、切り貼りと重ね合わせ（合成）であることに違いはありません。新規で生成しているわけではないです。過学習という言葉で学習元が再現される理由がこれで、抽選されたノイズデータの多数が元が同じの学習元の別ノイズデータとなったとき中央値が元データに寄ることで出力されます。Ａという学習元があり、これを学習するとＡ１というノイズデータができ、Ａを複数回学習（Ａの解像度違い、トリミング加工後等も含む）させるたびにＡ２、Ａ３とノイズデータが蓄積されます。ここで、Ａという学習元にフィットしたプロンプトを入力したとき、Ａ１の背景、Ａ２の物体、Ａ３の色…と抽選されてしまうわけです。完璧にフィットするプロンプトというのはまず存在せず、乱数で関係ないノイズデータを引っ張ってくることもあるので、確率の問題になりますが。５．各論点について（３）生成物の著作物性についてイ 生成 AI に対する指示の具体性と AI 生成物の著作物性との関係について指示・入力（プロンプト等）の分量・内容において創作的寄与があるとは到底思えません。文章はコピーペーストでいくらでも増やして使いまわすことができます。そもそも、生成ＡＩはツールであり、ランダムでふわっとしたイメージを出力するシステムです。具体的なイメージがあるなら無理をして使うツールではなく、料理をするのに包丁ではなく鋏を使ったからといって、鋏を巧みに使う技術自体は評価されるべきではりますが、完成品の料理そのものの評価は調理過程ではなく見た目と味です。それこそ、今は i2i という技術があるのですから、下手でも手書きをしてＡＩで変換するとか（この時もＡＩ任せの量が多いと問題ですが）手書きでなくても加工可の素材を切り貼りして形を作ればプロンプト任せのランダム生成でイメージ通りの者が出るまで待つより確実なはずです。それをしない、という事は具体的なイメージがなく、出てきたものに後付けでイメージ通りと言っているだけに思えます。
6156,去年から個人事業主としてイラストレーターを始めた者です。正直他国のクリエイターなどは A I について良い印象がないです、なぜか先人たちが凄まじい時間と知恵を持って作り上げた物を無断で使用し、あたかも自分で作り上げたかの様にしているから。ゲームで例えるならチートの mod を使いそれを自分の能力だという様な物です。Ai は新しいものは作れない、既存の作品を、どこかで作られた作品をオマージュしている様なものだ。これからクリエイターを目指す人は何を目標にしたら良い、作った作品は無断で搾取され、金儲けの材料にされる。その様な世の中になってしまったら日本のアニメ、漫画の文化が廃れ先進国唯一取り柄のない国になり果ててしまう。国のトップは頭が弱い、若い人の方がよほど柔軟な発想をしている。人が嫌だと言っている行為をしていることでそもそも素行がしれている。早めの法整備を行わないと手遅れになってしまう。Ai 技術は良いものだ、ただ生成 AI は必ず争いが起きてしまう。生成 AI を行っている人から、イラストレーターに「殺害予告」がでた。その様なことを知らないことがもはや罪になってしまう。絶対に放っておいていい問題ではない。法整備を進め、生成 AI を作る会社に正しき処置を。
6163,もしもこれを読んでいるあなたが、半年間かけて作った卒業論文を盗まれ、１分も経たずに似た作品を作られたらどんなお気持ちですか？自分の文章を模していると分かるのに、決定的な証拠がないからと自身が蹴落とされたらどう思いますか？生成ＡＩがやっているのは窃盗です。これ以上人の努力を汚す事は辞めてください。以下の項目を提案します。・生成ＡＩで生み出されたモノには必ずウォーターマークをつけてほしい。・生成ＡＩでの作品の販売、利益化は一切禁止。・生成ＡＩで作ったにも関わらず表記がない場合は、詐欺と同等なので罪を与えるべき。クリエイターの命を奪わないで。
6164,(1)エ(オ)海賊版利用について「盗品倉庫からもってきたものを使ってもの創ってオーケー、盗品倉庫さまさまです」って、頭大丈夫か？治安悪すぎ。何のための統治権力。こういう明らかにおかしい行為が許されるかもしれないって状況になってる時点ではじめから何かが根本的に間違ってるんだよ。窃盗を許すな。
6169,本気で絵を描く理由なくなったわ。
6199,私は音楽制作を生業としております。昨今、音楽の生成 AI が大きな進化を遂げていることは記憶に新しいと思います。私が思うに現状、音楽生成 AI が人の仕事を奪うまで発展するというのはまだ先のように感じますが、そんな中で AI で制作された音楽が海外のサブスクライブサービスに大量に投稿され、ユーザーのプレイリストが荒らされるという事件がありました。サブスクライブサービスは再生数に応じて収益が発生するので、AI で大量に楽曲を生成すると市場の崩壊を招き、国内でもこういう事象が起こると我々の収益にも影響があるのではないかと懸念をしております。また、文化庁の見解の中に AI 制作物の独自性が認められた場合、AI 制作物であっても著作権が認められる可能性があるという一文がございますが、我々音楽業界の場合、作詞、作曲、編曲と制作過程が分かれるのですが、例えば最近話題となった Suno AI のように作詞した歌詞を入れると AI が曲を制作してくれるというようなサービスを利用し、その出来上がった楽曲を編曲家に依頼しブラッシュアップした物を製品としてリリース、著作権登録するというようなことは可能になってしまうのでしょうか？これが可能になってしまうと、まず作曲家という職業の仕事が AI に置き換わってしまうのではないかという懸念、そして AI で制作した楽曲を第三者が作曲者であると自称し著作権登録が行えてしまうという所謂ゴーストライターのような状況が法的にまかり通ってしまうという懸念が生まれます（作曲者が AI であるというクレジット表記をしてしまうとレコード会社や出版社、著作権管理団体が著作権登録を拒否してしまう可能性があるため）また、昨今問題となっている画像生成 AI のように、既存楽曲の無断学習を行うような AIサービスが確認された場合、それらに対する制作者への許可の有無、金銭的補填、オプトイン制の導入等の知的財産保護の動きが今後政府からあるのかという部分も話し合って欲しいと感じております。私は生成 AI は 0 から 1 を生み出しそれで金銭を稼ぐ物ではなく、知識や技能がある人間が 1 から 2 にクオリティアップを図れる過程を補助する物だと考えております。故に現状の生成 AI に関しては使い方を誤ってしまっている方が非常に多いというのが正直な所であり、それが賛成派、規制派というような派閥の論争を産んでしまった原因のように感じています。私個人としては将来的に認可された事業者登録をした者だけが使える商業用 AI（もしくは運転免許のようなライセンス制など）と一般の方でも自由に扱える非商用のみで利用出来る AI に差別化した上で AI 産業が成り立つべきだと考えており、これが誰でも金銭を稼げるから無法地帯でやってしまおうとならないようにするのが、様々な分野の知的財産を有する日本が歩むべき道なのではないでしょうか？
6203,現在の状況を例えるならば「大企業の飲食店経営企業が世界中の果物農家から無断で果物を盗んで、自身の飲食店でフルーツサンドとして販売する」ような状態であり、さらに深刻なのは盗まれた農家は盗まれたことすら気付くことができないのです。現在利用されている生成 AI の多くは、インターネット上に存在する無数のデータを許可なく学習するという点において共通しています。そして AI 技術の成長に対して人間の対応速度が間に合わず、既存の仕組みで生活をしている世界中の人間に不安と不利益が生じています。私の職業はライティングなので、今回は文章生成に関して意見を提出します。まず、現在の生成 AI の仕組み上、生成物の学習元が特定できない点が大いに問題です。出力された文章の中には有料購読者しか見ることのできない文章がそっくりそのまま出力されるという事件や、作家の固有名詞やセリフなどが変わらずに生成されるというような著作権に抵触するような事案が多数発生しています。これらの問題は世界中のいたるところで発生しており、著作権侵害を受けた個人や企業がその都度対応するのは量的に不可能です。上記の問題点はまとめるなら、生成物への貢献に応じた金銭を含めた還元の仕組みができていないことです。著作物の学習元を確認できる仕組みや学習内容に従った報酬等支払うことであったり、そもそも学習を許可なくすることを防止する等を含めた AI 規制が必須であると考えます。
6253,享受目的とされる範囲と市場と衝突、あるいは潜在的販路を阻害する とされる範囲が狭いです。このままでは事実上の無法地帯を招くことになりかねません。
6260,自殺教唆などの他の犯罪にもつながっているため、AI そのものには文句は言わいが、使う人間に関しては、罰則があると思った。しかし、罰則を画像をダウンロードした者全員に罰則など与えても、逆にクリエイターの一人一人にダメージを与えるような行為となる。丁度いい塩梅が見つからず、決め所が難しいものだと思う。実際クリエイターの 1 人 1 人に実害があるのなら、害を与えた人に何かしらの罰がないと、いつまでもせせら笑っていると思う。色々ある中大変だと思うが、最低限いつも通りの、住所開示請求、脅迫罪、などの AI による創作物が関わらない部分などは、やってほしい。
6281,生成 AI のイラストを盗むとこはやばいでしょ
6321,現状イラストレーターへの嫌がらせやフェイク等で使われている印象が強いから規制してほしいワクチンを作らずウイルスをバラまいて手に負えなくなっているようで、いざという時ブレーキをかけられないまま進めるのは危険ではないでしょうか？誰が何の目的で生成したのか、それこそマイナンバー等で管理が出来る物にするべきでは？
6326,AI による無断学習は窃盗と同じように罪です。人間がパクったら罪なのに AI にやらせれば罪にならないのはおかしいです。料理人のレシピや作り方、農家の野菜や育てかた、声優の声や話し方、絵描きの絵や描き方、全部その人の財産です。AI を使って盗まないでください。
6338,日本のコンテンツ産業は、今守っておけば、良い意味で長期的に成長産業として持続できると考えています。ある意味経済資源と言っても良いと考えます。しかるに、アニメや漫画といった日本のコンテンツ資産を、AI によって他国に簒奪させるのは、いわば石油や食料資源を他国に奪わせているに等しいように思います。かつて、20 世紀後半から、自動車工場の産業の空洞化と言った指摘が相次ぎました。（今はもう政府も経済的敗北を認めたのか、どうも「産業の空洞化」という単語自体殆ど聞かなくなりましたね。）そう考えれば、コンテンツ産業はぜひとも日本に残したい国内産業である…ように見えます。もちろん、政府として、「そんなに才能があるのならアメリカでもどこでもいって創作すればいい」というスタンスもありとは思いますが、そんなことを 20 世紀に言って居た結果、GAFAM にあたりに全部持っていかれたように思うので、このまま行くと日本全土が香川県のようになるのではないかと思います。
6346,例えば、AI 推進派の先生方の声や発言・思想を無断で学習させた AI があったとして、これまでの発言を撤回・否定する声明を別の作成し公開したとして、おそらく先生方はすぐに否定の声明を出すでしょう。しかしなにも知らぬ第三者から見れば、それが AI によって作られたものであることは関係なく、先生方が自らの発言を撤回しただけにすぎない。おそらく作成し公開した人物は、「無料あるいは購入した素材を利用しただけ」というでしょう。であれば推進派の先生方は AI に学習させた人間を探すでしょう。その間にも、同様の方法で愉快犯あるいは模倣犯による声明が先生方だけでなく他の議員の先生方、ひいては内閣要人の言葉や思想が勝手に公開されるはずです。…そうなった場合、事の発端となった AI 推進をされた皆様の処遇はどうなっている事でしょう。とても、楽しみにさせていただきます。自分は関係ないなどと、思わないことです。
6383,ー個人の経験を通しての意見ー私は昨年、日本語とスペイン語対訳の詩集を自費出版した。出版した書籍 X は、私の思想と感情を創作的に表現した文学なので、私が産みの親であり著作権は私に帰する。書籍 Xは現在、とある大学のスペイン語のゼミで使用していただいている。仮に、書籍 X を読んだ学生が、日本語とスペイン語の翻訳についての卒論を書くために、書籍 X を使い生成 AI で論文を書いても、私は著作権を侵害されたとは感じないだろう。なぜなら、論文を書くために生成 AI を使うというのは、そもそも言語に対するリスペクトが著しく欠如した低俗な人間がすることなので、そのような学生に目くじらをたてることもまた低俗だからだ。書籍 X が営利目的で使われた場合はどうか。例えば、書籍 X、他の既存の詩文等を AI に入力して、書籍 X に類似・依拠した詩集 Y を「生成して」、それをコンクールに応募したら優勝して、のちにベストセラーになった。作った当人はよく稼ぐことができた。この場合、私は彼がお金持ちになって羨ましいとは思うかもしれないが、著作権侵害を訴えることはしないだろう。なぜなら、そもそも生成 AI を使ってしか文学を創造できないという、しごく貧相な精神の持ち主と争うということは、時間に対する侮辱である。わたしは書籍 X の文章、一文字一文字を、自身の確固たる精神活動の現れだと認識している。それは何があろうとも揺らがない。生成 AI「ごとき」を使って、「クリエイトしている」と喜んでいる人間は、もはや自分たちの精神活動を放棄してしまったのか。
6474,受付番号 185001345000000478 の続き（承前）実際に、アメリカの大学等の研究チームの調査で、生成 AI は約 3300 回に 1 回の割合（0.03%の確率）で学習データとほぼ同一の生成物を生成する場合があるという研究報告もあります。生成 AI の 1 日あたりのアクティブユーザー数は 1 千万人を超えているという報告もありますので、1 人あたり 1 日数十回以上の生成を実施する可能性を考えても、約 3300 回に 1回の割合で学習データとほぼ同一の生成物を生成する場合があるという研究報告が事実であれば、1 日あたり 10 万回以上の学習データとほぼ同一の生成物が生成されていることになり、決して無視できる確率ではないでしょう。具体的に上記を裏付ける事実として、イラストレーターの著作物を無断で使用した学習済モデルを使用した生成 AI において、当該イラストレーターが著作物に施した署名がそのまま生成物の中に出力された事案や、ゲームのキャラクター画像と類似性のある生成物の中に当該ゲームのロゴマークがそのまま出力された事案等が多く発生しています。追加的な学習を行うまでもなく、当該生成 AI 自体が高確率で著作物と類似性のある生成物を生成したり、作者の署名やロゴマーク等の学習データをそのまま復元・出力する事例が頻発しており、また、複数の企業が提供する生成 AI を使用したサービスにおいて、特定のゲームや漫画等のキャラクターの画像がほぼそのまま復元・出力される事例が頻発しています。このような問題については多くの人が SNS 等で指摘しているところです。「著作物の創作的表現の全部又は一部を生成 AI で意図的に出力することを目的とした追加的な学習は著作権侵害となり得る」として、生成 AI の学習段階における著作物の表現の思想又は感情の享受を目的とする追加学習の違法性について指摘していることは、一歩前進であると評価しますが、「追加的な学習の有無によらず、生成 AI において学習データをほぼそのまま復元・出力する行為は著作権侵害であり、低確率であっても学習データをほぼそのまま復元・出力する学習済モデルは著作権侵害となり得る」ことを明記すべきです。
6589,新しい技術が発明し、人々の生活が変化するごとに、それに伴う法整備が不可欠となる。自動車が発明された当時、運転免許や交通ルールはなかった。ゆえに子供でも運転できたし、道路をどのように、どんな速度でも走って良かった。だがそれでは危険で、人も死ぬ。「自由な運転」と引き換えに免許や道路交通法の整備が行われ、人々は「安全な運転」を手に入れた。写真についても同様のことが言える。発明された当初、肖像権や盗撮などといった概念は存在しなかった。だが、他人の、それも見られたくないようなものを勝手に撮影することは良くないことだと周知され、肖像権が周知され、盗撮は犯罪となった。1980 年代までの国内の雑誌を読むと、平然と盗撮した写真が「読者投稿」として掲載されていた。写真が発明されたのが 19 世紀前半だと考えると、100 年あまりも法整備が遅れていたことになる。翻って、AI はどうであろうか。すでに多数の AI が違法なデータを学習元に含んでいるのは明白になっている。そして多くのクリエイター、日本文化を支えてきた先達たちが「自分の作品を許可なく学習させないでくれ」と訴えている。しかし、そうした訴えが AI 製作者・利用者側から完全に無視されているのが実情だ。そして違法な、無許可なデータから作成した「違法で無許可な」AI 作品が、安価なコストから跋扈し無法地帯となっている。写真と同じ轍を踏んではならない。AI も今後、我々の生活に無くてはならないものになる技術であろう。だがそれは、適正で安全に使える法整備が伴ってのことである。特に日本文化を支えてきたのは、トップレベルから末端までのクリエイター層の厚みに他ならない。この層が、違法で無許可な AI の氾濫によって創作への意欲を失ってしまうのは、大いなる損失である。日本政府が AI に新たな可能性を見出しているのは理解するが、やはりそれは、適正な法整備と、クリエイターに害を為さない安全性を伴って然るべきである。
6602,AI を用いた技術を使っている人物、団体の学習元に対する倫理観のなさに危機感を覚える。具体的には学習元の絵師に対する自殺教唆や、無許可でゲーム等からデータを抽出し声優のデータを得ようとする行為、賛否両論あるとはいえ死んだ人物の歌唱データを作成するなど倫理観、ひいてはルールの作成が追いついていないことが問題であるそのため、学習元に対する人権、著作権などが確実に守られるようなあり方を求める
6612,学習に関しては学習されない権利の保証を強くお願いしたい。財産を奪うことは罪になるのに知的財産となると罪にならないのはなぜ？クールジャパンを謳うのであれば、知的財産を保証する土台を作ることが大事。盗まれるのがわかっていて、研鑽する人はいません。
6642,イラストレーターも小説家も漫画家も、あまりに大事にされていないと感じます。現状、彼らの作品はただの素材として扱われており、その価値は本来高いはずなのに、ただ同然で消費させられています。「データ植民地」と言われる現状は国家としてあまりに惨めであり、恥ずかしい状態です。生み出し手を守ることができる法整備を期待します。
6668,故買屋が得をして、真面目にがんばる人が損をするような社会にしないでください。
6705,449 キャラ、36 万音声ファイル、合計 581 時間・343GB の声優のデータを無断で抜き、販売しているようなれっきとした犯罪者が、人間側の無知により肯定されてる世の中になっている。一刻も早い法の制定を、罰則の強化を、国民への周知を。
6717,人間と人間同士の著作権の侵害の問題ですら満足な解決策がない今、AI によるデータの取得などによって出力された作品が言い逃れできる余地を与えてはいけません。AI が読み込むデータは人間が作っています。無から湧いて出てきたのではありません。芸術文化を蔑ろにし続けるこの国で、それでも命を賭けて作品を作ってきた人々の作品をほんの数時間、ほんの数分で奪うことはあってはならないと思います。
6801,ダメです。とんでもないことをやろうとしています。考えを改めてください。
6802,素案 11 ページ頭の「学習データは切り貼りではない」という記述についてですが、他人の作品を無断で使用している、個人利用の範疇から逸脱しているという時点で明確に違法にするべき行為であり、文化庁の認識は誤っていると思います。学習データは他人の画像を別のものに作り替えているという点で切り貼りであり、盗用以外の何物でもありません。何より、生成 AI の使用は学習データとセットで取り締まらなければ意味がなく、学習データを許容することは生成 AI での著作権侵害を許容していることに他なりません。文化庁はこのままだと日本の文化を蔑ろにする文化破壊庁になってしまいます。
6841,（素案）（概要） の、「併存の具体例（16～18 頁）」について、より具体的な例を示して欲しい。
6864,この不安すぎる素案です。もっと慎重に、そしてきちんとそれぞれの業種のヒアリングをして専門家で充分話し合ってこの案をよりよいほうへ変えていただきたいです
6877,こちらの草案に反対です。創作文化を軽んじ過ぎていると思います。
6920,３．生成 AI の技術的な背景について（２）生成 AI に関する新たな技術画像生成 AI を多くの人が利用できる現状を問題視しています。現在、画像生成 AI は環境が整っていれば誰でも利用できます。とある Lora モデル配布サイトでは、芸能人のほかに安倍元首相の画像を生成することに特化した Lora モデルが配布されており、水着姿の安倍元首相がサンプル画像として載せられています。この安倍元首相のモデルは一般配布されており、ダウンロードすれば誰でも安倍元首相の画像が生成できるようになっています。このように、画像生成 AI は倫理的、社会的に問題のあるものを誰でも作成・使用できる状態になっています。Lora モデルに限らず、ネット上ではコスプレイヤーの写真や未成年の写真に性的な改変を施すなどの悪質な AI 制作物が見受けられます。画像生成 AI を今後社会的に活用することを考えるのであれば、現状の誰でも使える状態は望ましくないと思います。免許制にするなど、画像生成 AI を利用する上での最低限の常識や倫理観を持った人でないと生成 AI を利用できないような仕組みを作るべきだと思います。
6927,自由にキャラクターを考えて生み出すこと、漫画を描くことが出来なくなりそうで不安です。出来るならばやめて欲しいと思います。
